ArtistId,ArtistName,AlbumId,TitleAlbum,TrackId,TrackName,TrackUnitPrice,TrackBytes,GenreId,GenreName
58,Deep Purple,59,Deep Purple In Rock,760,Hard Lovin' Man,0.99,13931179,1,Rock
58,Deep Purple,60,Fireball,761,Fireball,0.99,6714807,1,Rock
58,Deep Purple,60,Fireball,762,No No No,0.99,13646606,1,Rock
58,Deep Purple,60,Fireball,763,Strange Kind Of Woman,0.99,8072036,1,Rock
58,Deep Purple,60,Fireball,764,Anyone's Daughter,0.99,9354480,1,Rock
58,Deep Purple,60,Fireball,765,The Mule,0.99,10638390,1,Rock
58,Deep Purple,60,Fireball,766,Fools,0.99,16279366,1,Rock
58,Deep Purple,60,Fireball,767,No One Came,0.99,12643813,1,Rock
58,Deep Purple,61,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,768,Knocking At Your Back Door,0.99,13779332,1,Rock
58,Deep Purple,61,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,769,Bad Attitude,0.99,10035180,1,Rock
58,Deep Purple,61,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,770,Child In Time (Son Of Aleric - Instrumental),0.99,19712753,1,Rock
58,Deep Purple,61,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,771,Nobody's Home,0.99,7929493,1,Rock
58,Deep Purple,61,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,772,Black Night,0.99,12058906,1,Rock
58,Deep Purple,61,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,773,Perfect Strangers,0.99,10445353,1,Rock
58,Deep Purple,61,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,774,The Unwritten Law,0.99,9740361,1,Rock
58,Deep Purple,61,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,775,Call Of The Wild,0.99,9575295,1,Rock
58,Deep Purple,61,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,776,Hush,0.99,6944928,1,Rock
58,Deep Purple,61,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,777,Smoke On The Water,0.99,15180849,1,Rock
58,Deep Purple,61,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,778,Space Trucking,0.99,11122183,1,Rock
58,Deep Purple,62,Machine Head,779,Highway Star,0.99,12012452,1,Rock
58,Deep Purple,62,Machine Head,780,Maybe I'm A Leo,0.99,9502646,1,Rock
58,Deep Purple,62,Machine Head,781,Pictures Of Home,0.99,9903835,1,Rock
58,Deep Purple,62,Machine Head,782,Never Before,0.99,7832790,1,Rock
58,Deep Purple,62,Machine Head,783,Smoke On The Water,0.99,11246496,1,Rock
58,Deep Purple,62,Machine Head,784,Lazy,0.99,14397671,1,Rock
58,Deep Purple,62,Machine Head,785,Space Truckin',0.99,8981030,1,Rock
58,Deep Purple,63,Purpendicular,786,Vavoom : Ted The Mechanic,0.99,8510755,1,Rock
58,Deep Purple,63,Purpendicular,787,Loosen My Strings,0.99,11702232,1,Rock
58,Deep Purple,63,Purpendicular,788,Soon Forgotten,0.99,9401383,1,Rock
58,Deep Purple,63,Purpendicular,789,Sometimes I Feel Like Screaming,0.99,14789410,1,Rock
58,Deep Purple,63,Purpendicular,790,Cascades : I'm Not Your Lover,0.99,9209693,1,Rock
58,Deep Purple,63,Purpendicular,791,The Aviator,0.99,10532053,1,Rock
58,Deep Purple,63,Purpendicular,792,Rosa's Cantina,0.99,10323804,1,Rock
58,Deep Purple,63,Purpendicular,793,A Castle Full Of Rascals,0.99,10159566,1,Rock
58,Deep Purple,63,Purpendicular,794,A Touch Away,0.99,9098561,1,Rock
58,Deep Purple,63,Purpendicular,795,Hey Cisco,0.99,11600029,1,Rock
58,Deep Purple,63,Purpendicular,796,Somebody Stole My Guitar,0.99,8180421,1,Rock
58,Deep Purple,63,Purpendicular,797,The Purpendicular Waltz,0.99,9299131,1,Rock
58,Deep Purple,64,Slaves And Masters,798,King Of Dreams,0.99,10733847,1,Rock
58,Deep Purple,64,Slaves And Masters,799,The Cut Runs Deep,0.99,11191650,1,Rock
58,Deep Purple,64,Slaves And Masters,800,Fire In The Basement,0.99,9267550,1,Rock
